dt,vix,sp500,sp500_volume,djia,djia_volume,hsi,ads,us3m,joblessness,epu,GPRD,prev_day
1999-03-26,24.04,1282.800049,707200000.0,9822.24,66.21,10803.30957,-0.0821744,4.51,2,66.0005402944151,108.90633392334,1289.98999
1999-03-29,23.54,1310.170044,747900000.0,10006.78,69.04,10688.469727,-0.0970454,4.51,2,66.0005402944151,133.111221313477,1282.800049
1999-03-30,22.73,1300.75,729000000.0,9913.26,74.21,10940.209961,-0.0991139,4.48,2,66.0005402944151,105.312843322754,1310.170044
1999-03-31,23.26,1286.369995,924300000.0,9786.16,111.74,10942.200195,-0.0995981,4.49,2,66.0005402944151,100.817276000977,1300.75
1999-04-01,22.06,1293.719971,703000000.0,9832.5,68.32,11072.980469,-0.0984982,4.44,2,67.5329473181405,121.047485351562,1286.369995
1999-04-05,22.19,1321.119995,695800000.0,10007.33,71.12,11072.980469,-0.0832128,4.4,2,67.5329473181405,131.882080078125,1293.719971
1999-04-06,22.65,1317.890015,787500000.0,9963.49,74.9,11072.980469,-0.0768407,4.42,2,67.5329473181405,135.430938720703,1321.119995
1999-04-07,22.81,1326.890015,816400000.0,10085.31,95.47,11614.870117,-0.0694794,4.42,2,67.5329473181405,119.264366149902,1317.890015
1999-04-08,22.59,1343.97998,850500000.0,10197.7,91.21,11727.839844,-0.0611261,4.4,2,67.5329473181405,116.178184509277,1326.890015
1999-04-09,21.77,1348.349976,716100000.0,10173.83,79.95,11914.099609,-0.0517774,4.42,2,67.5329473181405,110.032836914062,1343.97998
1999-04-12,21.93,1358.630005,810800000.0,10339.51,84.54,11744.740234,-0.0183372,4.32,2,67.5329473181405,92.8757247924805,1348.349976
1999-04-13,22.73,1349.819946,810900000.0,10395.01,88.69,11899.69043,-0.00620021,4.32,2,67.5329473181405,142.841735839844,1358.630005
1999-04-14,24.94,1328.439941,952000000.0,10411.66,107.23,11834.129883,0.00633696,4.3,2,67.5329473181405,126.710243225098,1349.819946
1999-04-15,23.93,1322.849976,1089800000.0,10462.72,137.1,11962.230469,0.0192793,4.32,2,67.5329473181405,145.26530456543,1328.439941
1999-04-16,23.9,1319.0,1002300000.0,10493.89,113.56,12490.299805,0.0326318,4.34,2,67.5329473181405,107.312507629395,1322.849976
1999-04-19,26.42,1289.47998,1214400000.0,10440.53,145.0,12766.44043,0.0743914,4.36,2,67.5329473181405,120.923377990723,1319.0
1999-04-20,25.02,1306.170044,985400000.0,10448.55,113.4,12409.780273,0.0878129,4.38,2,67.5329473181405,143.042694091797,1289.47998
1999-04-21,23.31,1336.119995,920000000.0,10581.42,95.18,12543.759766,0.100859,4.36,2,67.5329473181405,87.326042175293,1306.170044
1999-04-22,22.62,1358.819946,927900000.0,10727.18,107.78,12933.540039,0.113534,4.4,2,67.5329473181405,67.3172073364258,1336.119995
1999-04-23,22.76,1356.849976,744900000.0,10689.67,106.99,12905.299805,0.125844,4.43,2,67.5329473181405,78.8706588745117,1358.819946
1999-04-26,23.53,1360.040039,712000000.0,10718.59,86.86,13127.019531,0.161884,4.47,1,67.5329473181405,111.65958404541,1356.849976
1999-04-27,23.36,1362.800049,891700000.0,10831.71,103.39,13364.790039,0.175291,4.5,1,67.5329473181405,102.792388916016,1360.040039
1999-04-28,24.4,1350.910034,951700000.0,10845.45,99.54,13133.389648,0.189614,4.51,1,67.5329473181405,112.73136138916,1362.800049
1999-04-29,25.06,1342.829956,1003600000.0,10878.38,104.67,13179.700195,0.204857,4.51,1,67.5329473181405,126.864295959473,1350.910034
1999-04-30,25.07,1335.180054,936500000.0,10789.04,122.04,13333.200195,0.221027,4.55,1,67.5329473181405,110.618240356445,1342.829956
1999-05-03,24.15,1354.630005,811400000.0,11014.69,94.52,13337.070313,0.269946,4.62,2,67.0885395701547,60.3656997680664,1335.180054
1999-05-04,25.62,1332.0,933100000.0,10886.12,105.9,13559.69043,0.2851,4.63,2,67.0885395701547,84.7565307617188,1354.630005
1999-05-05,25.19,1347.310059,913500000.0,10955.42,110.84,13586.209961,0.299759,4.61,2,67.0885395701547,87.6939315795898,1332.0
1999-05-06,27.44,1332.050049,875400000.0,10946.82,118.31,13570.240234,0.313929,4.62,2,67.0885395701547,87.4698486328125,1347.310059
1999-05-07,25.36,1345.0,814900000.0,11031.59,91.89,12997.429688,0.327615,4.62,2,67.0885395701547,116.537124633789,1332.050049
1999-05-10,26.62,1340.300049,773300000.0,11007.24,91.67,13163.200195,0.364807,4.6,2,67.0885395701547,60.0238761901855,1345.0
1999-05-11,25.62,1355.609985,836100000.0,11026.14,95.28,12874.370117,0.374573,4.62,2,67.0885395701547,82.0254821777344,1340.300049
1999-05-12,26.13,1364.0,825500000.0,11000.37,93.55,13012.969727,0.38286,4.6,2,67.0885395701547,98.6228561401367,1355.609985
1999-05-13,25.02,1367.560059,796900000.0,11107.19,86.56,13053.669922,0.389672,4.59,2,67.0885395701547,116.230445861816,1364.0
1999-05-14,26.86,1337.800049,727800000.0,10913.32,88.15,12855.519531,0.39501,4.64,2,67.0885395701547,85.9327163696289,1367.560059
1999-05-17,27.28,1339.48999,665500000.0,10853.47,78.88,12588.599609,0.402472,4.71,2,67.0885395701547,78.2496337890625,1337.800049
1999-05-18,27.26,1333.319946,753400000.0,10836.95,95.79,12627.099609,0.402464,4.66,2,67.0885395701547,89.8758697509766,1339.48999
1999-05-19,25.08,1344.22998,801100000.0,10887.39,83.78,12403.139648,0.401252,4.63,2,67.0885395701547,56.0028343200684,1333.319946
1999-05-20,24.46,1338.829956,752200000.0,10866.74,77.58,12375.419922,0.398836,4.61,2,67.0885395701547,72.8357009887695,1344.22998
1999-05-21,24.4,1330.290039,686600000.0,10829.28,79.81,12272.139648,0.395215,4.61,2,67.0885395701547,96.5101089477539,1338.829956
1999-05-24,27.62,1306.650024,754700000.0,10654.68,92.34,12436.860352,0.377463,4.64,2,67.0885395701547,41.3600959777832,1330.290039
1999-05-25,28.9,1284.400024,826700000.0,10531.09,89.82,12346.910156,0.369714,4.64,2,67.0885395701547,109.619613647461,1306.650024
1999-05-26,27.57,1304.76001,870800000.0,10702.16,97.2,12409.160156,0.361105,4.66,2,67.0885395701547,137.895965576172,1284.400024
1999-05-27,28.12,1281.410034,811400000.0,10466.93,98.02,12308.530273,0.351631,4.65,2,67.0885395701547,108.929298400879,1304.76001
1999-05-28,25.39,1301.839966,649960000.0,10559.75,72.82,12059.25,0.341289,4.66,2,67.0885395701547,104.46272277832,1281.410034
1999-06-01,26.62,1294.26001,683800000.0,10596.26,84.67,12363.55957,0.290461,4.77,2,73.0111135766996,92.8090057373047,1301.839966
1999-06-02,26.21,1294.810059,728000000.0,10577.9,79.17,12458.639648,0.277123,4.74,2,73.0111135766996,94.2368392944336,1294.26001
1999-06-03,26.2,1299.540039,719600000.0,10663.7,71.28,12471.610352,0.264762,4.65,2,73.0111135766996,75.7880096435547,1294.810059
1999-06-04,23.43,1327.75,694500000.0,10799.84,87.58,12415.540039,0.253374,4.57,2,73.0111135766996,88.1002044677734,1299.540039
1999-06-07,23.78,1334.52002,664300000.0,10909.39,84.22,12837.389648,0.224401,4.64,2,73.0111135766996,87.5568542480469,1327.75
1999-06-08,24.02,1317.329956,685900000.0,10765.65,80.04,12864.860352,0.215662,4.62,2,73.0111135766996,111.888160705566,1334.52002
1999-06-09,23.9,1318.640015,662000000.0,10690.29,77.25,12874.419922,0.207277,4.6,2,73.0111135766996,96.9962158203125,1317.329956
1999-06-10,25.32,1302.819946,716500000.0,10621.27,86.33,12839.120117,0.199243,4.67,2,73.0111135766996,84.4324798583984,1318.640015
1999-06-11,25.9,1293.640015,698200000.0,10490.51,77.53,12992.759766,0.191556,4.74,2,73.0111135766996,127.843521118164,1302.819946
1999-06-14,26.51,1294.0,669400000.0,10563.33,67.04,13007.570313,0.17121,4.76,1,73.0111135766996,98.0464019775391,1293.640015
1999-06-15,25.91,1301.160034,696600000.0,10594.99,73.19,12935.410156,0.166206,4.74,1,73.0111135766996,87.5140151977539,1294.0
1999-06-16,22.4,1330.410034,806800000.0,10784.96,86.49,13155.120117,0.162198,4.67,1,73.0111135766996,88.0308380126953,1301.160034
1999-06-17,21.95,1339.900024,700300000.0,10841.63,70.15,13408.269531,0.159183,4.64,1,73.0111135766996,83.028923034668,1330.410034
1999-06-18,21.75,1342.839966,914500000.0,10855.56,110.99,13408.269531,0.157161,4.69,1,73.0111135766996,88.0221710205078,1339.900024
1999-06-21,21.81,1349.0,686600000.0,10815.99,74.69,13994.230469,0.156912,4.74,2,73.0111135766996,74.3999176025391,1342.839966
1999-06-22,21.7,1335.880005,716500000.0,10721.64,67.37,14004.879883,0.158589,4.73,2,73.0111135766996,57.9955215454102,1349.0
1999-06-23,21.32,1333.060059,731800000.0,10666.87,68.71,13976.040039,0.161124,4.73,2,73.0111135766996,72.4058456420898,1335.880005
1999-06-24,23.06,1315.780029,690400000.0,10534.84,78.75,13780.120117,0.164518,4.74,2,73.0111135766996,80.3046722412109,1333.060059
1999-06-25,21.76,1315.310059,623460000.0,10552.57,62.02,13784.509766,0.168774,4.8,2,73.0111135766996,80.6586608886719,1315.780029
1999-06-28,22.63,1331.349976,652910000.0,10655.15,71.64,13840.290039,0.186589,4.88,1,73.0111135766996,66.1778259277344,1315.310059
1999-06-29,22.51,1351.449951,820100000.0,10815.35,82.39,13765.490234,0.194042,4.84,1,73.0111135766996,95.6468048095703,1331.349976
1999-06-30,21.09,1372.709961,1117000000.0,10970.81,125.38,13532.139648,0.202234,4.78,1,73.0111135766996,31.1704387664795,1351.449951
1999-07-01,19.69,1380.959961,843400000.0,11066.43,100.67,13532.139648,0.211169,4.68,1,79.8131147118367,69.7994995117188,1372.709961
1999-07-02,18.66,1391.219971,613570000.0,11139.25,65.82,14184.580078,0.219481,4.69,1,79.8131147118367,77.9794616699219,1380.959961
1999-07-06,20.73,1388.119995,722900000.0,11135.13,78.11,14372.610352,0.247252,4.72,1,79.8131147118367,44.8148956298828,1391.219971
1999-07-07,20.35,1395.859985,791200000.0,11187.37,81.75,14257.44043,0.253181,4.67,1,79.8131147118367,58.7663764953613,1388.119995
1999-07-08,20.24,1394.420044,830600000.0,11126.9,97.37,14226.299805,0.258733,4.68,1,79.8131147118367,54.552806854248,1395.859985
1999-07-09,17.96,1403.280029,701000000.0,11193.7,88.43,14222.570313,0.263909,4.69,1,79.8131147118367,81.1750793457031,1394.420044
1999-07-12,19.73,1399.099976,685300000.0,11200.98,75.3,14061.839844,0.27812,4.74,1,79.8131147118367,94.6447906494141,1403.280029
1999-07-13,19.95,1393.560059,736000000.0,11175.02,80.11,13980.929688,0.283643,4.71,1,79.8131147118367,80.1427612304688,1399.099976
1999-07-14,19.71,1398.170044,756100000.0,11148.11,72.72,13575.570313,0.289715,4.72,1,79.8131147118367,77.3241806030273,1393.560059
1999-07-15,18.68,1409.619995,818800000.0,11186.42,83.29,13758.889648,0.296338,4.7,1,79.8131147118367,101.283546447754,1398.170044
1999-07-16,17.42,1418.780029,714100000.0,11209.85,80.45,13545.240234,0.303516,4.68,1,79.8131147118367,75.4174728393555,1409.619995
1999-07-19,19.07,1407.650024,642330000.0,11187.68,79.78,13447.129883,0.327342,4.67,2,79.8131147118367,56.2132720947266,1418.780029
1999-07-20,21.79,1377.099976,754800000.0,10996.14,88.32,13600.400391,0.334645,4.64,2,79.8131147118367,77.6107406616211,1407.650024
1999-07-21,21.46,1379.290039,785500000.0,11002.78,85.19,13419.660156,0.341458,4.59,2,79.8131147118367,68.2697677612305,1377.099976
1999-07-22,23.05,1360.969971,771700000.0,10969.22,84.31,13369.05957,0.347782,4.61,2,79.8131147118367,57.8763084411621,1379.290039
1999-07-23,23.32,1356.939941,630580000.0,10910.97,64.99,13093.700195,0.35362,4.65,2,79.8131147118367,45.2448272705078,1360.969971
1999-07-26,24.98,1347.76001,613450000.0,10863.16,69.27,12866.519531,0.368107,4.68,2,79.8131147118367,76.289436340332,1356.939941
1999-07-27,23.23,1362.839966,723800000.0,10979.04,73.55,13075.089844,0.371752,4.7,2,79.8131147118367,87.8470993041992,1347.76001
1999-07-28,22.85,1365.400024,690900000.0,10972.08,65.37,13140.419922,0.374784,4.71,2,79.8131147118367,49.3492393493652,1362.839966
1999-07-29,24.52,1341.030029,770100000.0,10791.29,74.6,13117.839844,0.377205,4.72,2,79.8131147118367,59.2588157653809,1365.400024
1999-07-30,24.64,1328.719971,736800000.0,10655.15,82.55,13186.860352,0.379016,4.75,2,79.8131147118367,38.743480682373,1341.030029
1999-08-02,25.59,1328.050049,649550000.0,10645.97,68.67,13435.429688,0.38054,4.85,2,69.5531760688585,56.6943130493164,1328.719971
1999-08-03,26.27,1322.180054,739600000.0,10677.31,76.71,13473.839844,0.379407,4.84,2,69.5531760688585,90.0154266357422,1328.050049
1999-08-04,27.4,1305.329956,789300000.0,10674.78,88.66,13591.019531,0.377409,4.78,2,69.5531760688585,73.8862686157227,1322.180054
1999-08-05,27.01,1313.709961,859300000.0,10793.82,102.81,13254.339844,0.374547,4.74,2,69.5531760688585,39.1248168945312,1305.329956
1999-08-06,26.6,1300.290039,698900000.0,10714.04,84.82,13167.05957,0.37082,4.8,2,69.5531760688585,63.1566772460938,1313.709961
1999-08-09,27.66,1297.800049,684300000.0,10707.71,81.31,12945.469727,0.354508,4.96,2,69.5531760688585,94.4102325439453,1300.290039
1999-08-10,28.45,1281.430054,836200000.0,10655.15,98.92,12596.709961,0.347462,4.95,2,69.5531760688585,87.6744079589844,1297.800049
1999-08-11,25.39,1301.930054,792300000.0,10787.81,85.16,12437.799805,0.339619,4.91,2,69.5531760688585,79.3795013427734,1281.430054
1999-08-12,25.03,1298.160034,745600000.0,10789.39,71.31,12779.75,0.330978,4.79,2,69.5531760688585,71.0718841552734,1301.930054
1999-08-13,22.31,1327.680054,691700000.0,10973.66,77.85,12608.179688,0.321534,4.74,2,69.5531760688585,84.4563980102539,1298.160034
1999-08-16,23.07,1330.77002,583550000.0,11046.8,65.13,12894.780273,0.288202,4.84,2,69.5531760688585,81.2900009155273,1327.680054
1999-08-17,21.67,1344.160034,691500000.0,11117.08,84.28,12783.160156,0.275211,4.83,2,69.5531760688585,68.2633209228516,1330.77002
1999-08-18,23.3,1332.839966,682800000.0,10991.39,85.32,12993.099609,0.261247,4.76,2,69.5531760688585,67.7489624023438,1344.160034
1999-08-19,24.39,1323.589966,684200000.0,10963.84,87.21,13403.589844,0.246303,4.76,2,69.5531760688585,48.9197769165039,1332.839966
1999-08-20,22.95,1336.609985,661200000.0,11100.62,87.58,13566.740234,0.230375,4.84,2,69.5531760688585,63.8201141357422,1323.589966
1999-08-23,22.55,1360.219971,682600000.0,11299.76,85.07,13573.660156,0.177049,5.01,1,69.5531760688585,56.1452140808105,1336.609985
1999-08-24,22.4,1363.5,732700000.0,11283.3,83.02,13633.870117,0.157981,4.99,1,69.5531760688585,77.7250518798828,1360.219971
1999-08-25,20.96,1381.790039,864600000.0,11326.04,99.87,13479.129883,0.138327,4.93,1,69.5531760688585,66.185173034668,1363.5
1999-08-26,21.21,1362.01001,719000000.0,11198.45,74.93,13608.379883,0.118078,4.93,1,69.5531760688585,50.1904220581055,1381.790039
1999-08-27,21.83,1348.27002,570050000.0,11090.17,60.34,13383.129883,0.0972261,4.98,1,69.5531760688585,60.2285003662109,1362.01001
1999-08-30,24.63,1324.02002,597900000.0,10914.13,70.32,13688.660156,0.0307789,5.01,1,69.5531760688585,81.3613128662109,1348.27002
1999-08-31,24.45,1320.410034,861700000.0,10829.28,100.53,13482.769531,0.00704326,4.98,1,69.5531760688585,55.6734085083008,1324.02002
1999-09-01,22.93,1331.069946,708200000.0,10937.88,80.83,13544.19043,-0.0175336,4.97,1,69.8162364723059,55.6214752197266,1320.410034
1999-09-02,24.53,1319.109985,687100000.0,10843.21,77.11,13367.55957,-0.0397131,4.92,1,69.8162364723059,67.7236099243164,1331.069946
1999-09-03,20.98,1357.23999,663200000.0,11078.46,79.66,13178.30957,-0.059504,4.92,1,69.8162364723059,74.18603515625,1319.109985
1999-09-07,23.44,1350.449951,715300000.0,11034.13,79.91,13396.089844,-0.116189,4.85,1,69.8162364723059,91.2762603759766,1357.23999
1999-09-08,23.82,1344.150024,791200000.0,11036.35,86.07,13356.629883,-0.125401,4.83,1,69.8162364723059,73.6126174926758,1350.449951
1999-09-09,23.01,1347.660034,773900000.0,11079.4,78.92,13854.879883,-0.13268,4.81,1,69.8162364723059,53.6991767883301,1344.150024
1999-09-10,22.03,1351.660034,808500000.0,11028.43,70.47,13855.929688,-0.138029,4.76,1,69.8162364723059,66.9205627441406,1347.660034
1999-09-13,22.89,1344.130005,657900000.0,11030.33,67.13,13860.849609,-0.142113,4.8,1,69.8162364723059,107.214797973633,1351.660034
1999-09-14,23.77,1336.290039,734500000.0,10910.34,74.2,13804.030273,-0.138959,4.83,1,69.8162364723059,95.8180770874023,1344.130005
1999-09-15,24.56,1317.969971,787300000.0,10801.42,78.97,13430.599609,-0.133479,4.75,1,69.8162364723059,60.6697387695312,1336.290039
1999-09-16,25.25,1318.47998,739000000.0,10737.47,77.2,13430.599609,-0.125672,4.7,1,69.8162364723059,39.836612701416,1317.969971
1999-09-17,23.3,1335.420044,861900000.0,10803.64,102.6,13484.839844,-0.115535,4.67,1,69.8162364723059,70.6681137084961,1318.47998
1999-09-20,24.03,1335.530029,568000000.0,10823.9,57.67,13472.370117,-0.0699447,4.81,1,69.8162364723059,110.300323486328,1335.420044
1999-09-21,25.65,1307.579956,817300000.0,10598.48,82.63,13420.459961,-0.0481362,4.79,1,69.8162364723059,66.4612274169922,1335.530029
1999-09-22,25.19,1310.51001,822200000.0,10524.07,95.22,13187.620117,-0.0228171,4.83,1,69.8162364723059,77.7598114013672,1307.579956
1999-09-23,27.84,1280.410034,890800000.0,10318.6,99.5,13214.44043,0.00602256,4.82,1,69.8162364723059,66.7519912719727,1310.51001
1999-09-24,27.79,1277.359985,872800000.0,10279.34,94.08,13032.070313,0.0383943,4.78,1,69.8162364723059,62.1813087463379,1280.410034
1999-09-27,26.4,1283.310059,780600000.0,10303.4,79.05,12760.459961,0.155898,4.87,2,69.8162364723059,65.5953979492188,1277.359985
1999-09-28,26.06,1282.199951,885400000.0,10275.54,93.52,12844.929688,0.200661,4.85,2,69.8162364723059,75.2856292724609,1283.310059
1999-09-29,26.49,1268.369995,856000000.0,10213.48,88.81,12834.889648,0.248095,4.83,2,69.8162364723059,68.8751754760742,1282.199951
1999-09-30,25.41,1282.709961,1017600000.0,10336.96,108.36,12733.240234,0.298218,4.88,2,69.8162364723059,37.5771179199219,1268.369995
1999-10-01,24.93,1282.810059,896200000.0,10273.0,109.89,12733.240234,0.351049,4.88,2,62.711552194678,90.7151947021484,1282.709961
1999-10-04,24.46,1304.599976,803300000.0,10401.23,99.08,12875.860352,0.497111,4.87,2,62.711552194678,50.7395477294922,1282.810059
1999-10-05,24.79,1301.349976,965700000.0,10400.6,118.51,12998.889648,0.540502,4.86,2,62.711552194678,62.4423713684082,1304.599976
1999-10-06,22.06,1325.400024,895200000.0,10588.35,100.93,13017.980469,0.581121,4.81,2,62.711552194678,79.0798645019531,1301.349976
1999-10-07,23.58,1317.640015,827800000.0,10537.06,87.86,13113.200195,0.618985,4.84,2,62.711552194678,91.7767715454102,1325.400024
1999-10-08,20.49,1336.02002,897300000.0,10649.77,96.89,13112.419922,0.654109,4.82,2,62.711552194678,72.0123443603516,1317.640015
1999-10-11,20.63,1335.209961,655900000.0,10648.18,71.71,12992.719727,0.743814,4.82,1,62.711552194678,110.664848327637,1336.02002
1999-10-12,22.84,1313.040039,778300000.0,10417.06,77.47,12759.349609,0.769386,4.93,1,62.711552194678,64.8886871337891,1335.209961
1999-10-13,25.96,1285.550049,821500000.0,10232.16,92.23,12475.870117,0.792917,4.98,1,62.711552194678,76.0460891723633,1313.040039
1999-10-14,26.05,1283.420044,892300000.0,10286.62,100.33,12486.820313,0.814417,5.02,1,62.711552194678,103.60767364502,1285.550049
1999-10-15,28.75,1247.410034,912600000.0,10019.72,114.64,12299.080078,0.833894,5.04,1,62.711552194678,88.7550582885742,1283.420044
1999-10-18,28.19,1254.130005,818700000.0,10116.28,91.68,12299.080078,0.880132,5.15,1,62.711552194678,77.1179809570312,1247.410034
1999-10-19,26.56,1261.319946,905700000.0,10204.93,99.72,12134.129883,0.891329,5.15,1,62.711552194678,81.9131469726562,1254.130005
1999-10-20,23.9,1289.430054,928800000.0,10392.36,111.75,12498.55957,0.900406,5.15,1,62.711552194678,48.6248474121094,1261.319946
1999-10-21,24.02,1283.609985,1012500000.0,10297.7,188.05,12523.0,0.907365,5.14,1,62.711552194678,46.2084426879883,1289.430054
1999-10-22,21.64,1301.650024,959200000.0,10470.25,127.48,12863.080078,0.912209,5.07,1,62.711552194678,70.4202270507812,1283.609985
1999-10-25,23.6,1293.630005,777000000.0,10349.94,99.38,13034.179688,0.914607,5.14,1,62.711552194678,62.2403106689453,1301.650024
1999-10-26,24.26,1281.910034,878300000.0,10302.13,116.93,12797.379883,0.91208,5.15,1,62.711552194678,120.311180114746,1293.630005
1999-10-27,24.2,1296.709961,950100000.0,10394.9,108.11,12709.070313,0.907979,5.14,1,62.711552194678,74.0735168457031,1281.910034
1999-10-28,21.34,1342.439941,1135100000.0,10622.54,144.68,12758.879883,0.902301,5.11,1,62.711552194678,78.4840393066406,1296.709961
1999-10-29,22.2,1362.930054,1120500000.0,10729.87,136.61,13256.950195,0.895044,5.12,1,62.711552194678,63.0419425964355,1342.439941
1999-11-01,22.09,1354.119995,861000000.0,10648.52,150.03,13322.110352,0.863407,5.16,1,82.0638270041924,78.8706588745117,1362.930054
1999-11-02,23.1,1347.73999,904500000.0,10581.84,143.43,13335.839844,0.851492,5.14,1,82.0638270041924,45.4220809936523,1354.119995
1999-11-03,23.16,1354.930054,914400000.0,10609.07,153.74,13257.330078,0.840033,5.12,1,82.0638270041924,52.7125511169434,1347.73999
1999-11-04,23.0,1362.640015,981700000.0,10639.65,195.63,13651.509766,0.829027,5.1,1,82.0638270041924,53.3831977844238,1354.930054
1999-11-05,21.66,1370.22998,1007300000.0,10704.49,171.66,13610.269531,0.818469,5.14,1,82.0638270041924,37.5771179199219,1362.640015
1999-11-08,21.87,1377.01001,806800000.0,10718.86,213.12,13521.110352,0.789521,5.2,1,82.0638270041924,44.7644309997559,1370.22998
1999-11-09,22.7,1365.280029,854300000.0,10617.32,168.95,13669.700195,0.780873,5.19,1,82.0638270041924,50.3429756164551,1377.01001
1999-11-10,22.26,1373.459961,984700000.0,10597.75,148.24,13975.540039,0.772735,5.2,1,82.0638270041924,55.6511344909668,1365.280029
1999-11-11,22.07,1381.459961,891300000.0,10595.3,130.06,14105.709961,0.765101,5.2,1,82.0638270041924,65.286247253418,1373.459961
1999-11-12,21.65,1396.060059,900200000.0,10769.32,158.32,14189.669922,0.757969,5.23,1,82.0638270041924,44.0110855102539,1381.459961
1999-11-15,22.74,1394.390015,795700000.0,10760.76,130.86,14562.219727,0.739372,5.29,1,82.0638270041924,79.0499114990234,1396.060059
1999-11-16,20.73,1420.069946,942200000.0,10932.33,162.77,14689.459961,0.733847,5.29,1,82.0638270041924,64.761833190918,1394.390015
1999-11-17,20.96,1410.709961,960000000.0,10883.09,157.13,14704.480469,0.728623,5.24,1,82.0638270041924,44.2413024902344,1420.069946
1999-11-18,19.76,1424.939941,1022800000.0,11035.7,165.08,14721.740234,0.723699,5.23,1,82.0638270041924,61.6915473937988,1410.709961
1999-11-19,19.11,1422.0,893800000.0,11003.9,157.69,15073.099609,0.719072,5.23,1,82.0638270041924,54.8247261047363,1424.939941
1999-11-22,19.98,1420.939941,873500000.0,11089.53,181.94,15285.030273,0.707725,5.27,1,82.0638270041924,48.3586502075195,1422.0
1999-11-23,21.0,1404.640015,926100000.0,10995.64,159.84,15393.200195,0.7058,5.27,1,82.0638270041924,90.525634765625,1420.939941
1999-11-24,20.26,1417.079956,734800000.0,11008.18,132.16,15307.280273,0.70493,5.29,1,82.0638270041924,90.9440383911133,1404.640015
1999-11-26,22.33,1416.619995,312120000.0,10988.91,64.24,15274.530273,0.706353,5.3,1,82.0638270041924,70.5483932495117,1417.079956
1999-11-29,23.57,1407.829956,866100000.0,10947.93,148.33,15461.110352,0.715827,5.36,1,82.0638270041924,75.6129608154297,1416.619995
1999-11-30,24.18,1388.910034,951500000.0,10877.81,157.39,15377.19043,0.720143,5.3,1,82.0638270041924,91.4029159545898,1407.829956
1999-12-01,22.23,1397.719971,884000000.0,10998.39,145.82,15422.519531,0.724944,5.27,1,83.8094738941764,30.8798694610596,1388.910034
1999-12-02,21.77,1409.040039,900700000.0,11039.07,132.56,15603.040039,0.728988,5.25,1,83.8094738941764,51.401912689209,1397.719971
1999-12-03,19.32,1433.300049,1006400000.0,11286.18,167.79,15840.410156,0.732276,5.25,1,83.8094738941764,50.1060676574707,1409.040039
1999-12-06,20.58,1423.329956,916800000.0,11225.02,134.76,16168.620117,0.736981,5.22,1,83.8094738941764,56.5646553039551,1433.300049
1999-12-07,21.09,1409.170044,1085800000.0,11106.66,169.04,16073.089844,0.735982,5.22,1,83.8094738941764,77.1144332885742,1423.329956
1999-12-08,21.25,1403.880005,957000000.0,11068.12,148.81,15989.379883,0.733594,5.22,1,83.8094738941764,65.3983306884766,1409.170044
1999-12-09,21.19,1408.109985,1122100000.0,11134.79,177.98,16370.950195,0.729815,5.25,1,83.8094738941764,80.5909957885742,1403.880005
1999-12-10,21.48,1417.040039,987200000.0,11224.71,170.11,16380.209961,0.724644,5.3,1,83.8094738941764,98.1074066162109,1408.109985
1999-12-13,21.72,1415.219971,977600000.0,11192.6,149.86,16442.109375,0.702096,5.39,1,83.8094738941764,82.2776031494141,1417.040039
1999-12-14,23.06,1403.170044,1027800000.0,11160.18,200.62,16282.700195,0.694012,5.39,1,83.8094738941764,112.290428161621,1415.219971
1999-12-15,22.03,1413.329956,1033900000.0,11225.32,234.24,15825.30957,0.685862,5.35,1,83.8094738941764,103.082427978516,1403.170044
1999-12-16,21.91,1418.780029,1070300000.0,11244.89,190.76,15571.360352,0.677643,5.39,1,83.8094738941764,76.7061157226562,1413.329956
1999-12-17,21.35,1421.030029,1349800000.0,11257.43,274.05,15986.349609,0.669351,5.44,1,83.8094738941764,61.3979911804199,1418.780029
1999-12-20,23.78,1418.089966,904600000.0,11144.28,131.09,16212.389648,0.642474,5.63,1,83.8094738941764,115.094650268555,1421.030029
1999-12-21,22.66,1433.430054,963500000.0,11200.55,141.38,16248.740234,0.630788,5.59,1,83.8094738941764,91.4063949584961,1418.089966
1999-12-22,22.43,1436.130005,850000000.0,11203.61,115.11,16192.400391,0.617475,5.56,1,83.8094738941764,89.8638534545898,1433.430054
1999-12-23,21.12,1458.339966,728600000.0,11405.76,97.85,16296.080078,0.602531,5.47,1,83.8094738941764,70.551643371582,1436.130005
1999-12-27,23.07,1457.099976,722600000.0,11391.08,111.5,16296.080078,0.527948,5.47,1,83.8094738941764,119.665832519531,1458.339966
1999-12-28,22.97,1457.660034,655400000.0,11476.71,91.56,16928.289063,0.508031,5.41,1,83.8094738941764,187.317810058594,1457.099976
1999-12-29,23.09,1463.459961,567860000.0,11484.67,69.88,16660.820313,0.488084,5.23,1,83.8094738941764,121.981781005859,1457.660034
1999-12-30,24.76,1464.469971,554680000.0,11452.86,67.6,16962.099609,0.468097,5.22,1,83.8094738941764,83.7741088867188,1463.459961
1999-12-31,24.64,1469.25,374050000.0,11497.12,43.62,16962.099609,0.448064,5.33,1,83.8094738941764,68.725471496582,1464.469971
2000-01-03,24.21,1455.219971,931800000.0,11357.51,169.75,17369.630859,0.389557,5.48,1,89.2015428959707,101.018585205078,1469.25
